Phantom Le Pew,skill_spooky_mist_6,Spooky Mist,"Gain Hidden and 2 Critical Chance Up for 2 turns, granting all team members 3 Attack Up for 2 turns. Inflict 2 Speed Down for 2 Turns to enemies with Beloved. Gain 35% Turn Meter.",On Tap,2,None
Phantom Le Pew,skill_chante_mi_ange_1,"Chante, Mi Ange","Whenever an enemy with Beloved attacks an ally, heal them for 10% Max Health and gain 10% Turn Meter. If this toon is Hidden, heal for 10% Max Health and grant all allies 10% Turn Meter as well.",Passive,None,None
Phantom Le Pew,skill_chante_mi_ange_2,"Chante, Mi Ange","Whenever an enemy with Beloved attacks an ally, heal them for 13% Max Health and gain 10% Turn Meter. If this toon is Hidden, heal for 10% Max Health and grant all allies 10% Turn Meter as well.",Passive,None,None
Phantom Le Pew,skill_chante_mi_ange_3,"Chante, Mi Ange","Whenever an enemy with Beloved attacks an ally, heal them for 13% Max Health and gain 13% Turn Meter. If this toon is Hidden, heal for 10% Max Health and grant all allies 10% Turn Meter as well.",Passive,None,None
Phantom Le Pew,skill_chante_mi_ange_4,"Chante, Mi Ange","Whenever an enemy with Beloved attacks an ally, heal them for 15% Max Health and gain 13% Turn Meter. If this toon is Hidden, heal for 10% Max Health and grant all allies 10% Turn Meter as well.",Passive,None,None
Phantom Le Pew,skill_chante_mi_ange_5,"Chante, Mi Ange","Whenever an enemy with Beloved attacks an ally, heal them for 15% Max Health and gain 15% Turn Meter. If this toon is Hidden, heal for 10% Max Health and grant all allies 10% Turn Meter as well.",Passive,None,None
Phantom Le Pew,skill_chante_mi_ange_6,"Chante, Mi Ange","Whenever an enemy with Beloved attacks an ally, heal them for 20% Max Health and gain 20% Turn Meter. If this toon is Hidden, heal for 10% Max Health and grant all allies 10% Turn Meter as well.",Passive,None,None
Phantom Le Pew,skill_strange_pewet_1,Strange Pew-et,"Deal 110% damage to target enemy, inflicting 3 Defense Down for 2 turns. Gant all team members 2 Attack Up for 2 turns While in Alliance Wars or Brawl, this attack has +100% Lifesteal.",On Tap,2,1
Phantom Le Pew,skill_strange_pewet_2,Strange Pew-et,"Deal 115% damage to target enemy, inflicting 3 Defense Down for 2 turns. Gant all team members 2 Attack Up for 2 turns While in Alliance Wars or Brawl, this attack has +100% Lifesteal.",On Tap,2,1
Phantom Le Pew,skill_strange_pewet_3,Strange Pew-et,"Deal 120% damage to target enemy, inflicting 3 Defense Down for 2 turns. Gant all team members 2 Attack Up for 2 turns While in Alliance Wars or Brawl, this attack has +100% Lifesteal.",On Tap,2,1
Phantom Le Pew,skill_strange_pewet_4,Strange Pew-et,"Deal 125% damage to target enemy, inflicting 3 Defense Down for 2 turns. Gant all team members 2 Attack Up for 2 turns While in Alliance Wars or Brawl, this attack has +100% Lifesteal.",On Tap,2,1
Phantom Le Pew,skill_strange_pewet_5,Strange Pew-et,"Deal 130% damage to target enemy, inflicting 3 Defense Down for 2 turns. Gant all team members 2 Attack Up for 2 turns While in Alliance Wars or Brawl, this attack has +100% Lifesteal.",On Tap,2,1
Phantom Le Pew,skill_strange_pewet_6,Strange Pew-et,"Deal 140% damage to target enemy, inflicting 3 Defense Down for 2 turns. Gant all team members 2 Attack Up for 2 turns. While in Alliance Wars or Brawl, this attack has +100% Lifesteal.",On Tap,2,1
Opera Relationship,skill_relationship_friendship_group_theme_opera,Opera,"This toon has <SP>+10% Attack, Defense, and Speed<> while any Opera toon is in battle as an ally.",Friendship,None,None
Treasure Hunter Tweety,skill_the_ole_one_two_2,The Ole' One-Two 2,"Deal <OFF>[50%] damage<> to target enemy, calling a random ally to Assist for 40% of their Attack. While in Alliance Wars, grant <H>Heal Over Time<> to the most injured ally as well.",On Tap,0,None
Treasure Hunter Tweety,skill_the_ole_one_two_3,The Ole' One-Two 3,"Deal <OFF>[55%] damage<> to target enemy, calling a random ally to Assist for 40% of their Attack. While in Alliance Wars, grant <H>Heal Over Time<> to the most injured ally as well.",On Tap,0,None
Treasure Hunter Tweety,skill_the_ole_one_two_4,The Ole' One-Two 4,"Deal <OFF>[55%] damage<> to target enemy, calling a random ally to Assist for 45% of their Attack. While in Alliance Wars, grant <H>Heal Over Time<> to the most injured ally as well.",On Tap,0,None
Treasure Hunter Tweety,skill_the_ole_one_two_5,The Ole' One-Two 5,"Deal <OFF>[60%] damage<> to target enemy, calling a random ally to Assist for 45% of their Attack. While in Alliance Wars, grant <H>Heal Over Time<> to the most injured ally as well.",On Tap,0,None
Treasure Hunter Tweety,skill_the_ole_one_two_6,The Ole' One-Two 6,"Deal <OFF>[65%] damage<> to target enemy, calling a random ally to Assist for 50% of their Attack. While in Alliance Wars, grant <H>Heal Over Time<> to the most injured ally as well.",On Tap,0,None
Treasure Hunter Tweety,skill_rolling_boulder_1,Rolling Boulder 1,"Unless Incapacitated, at the end of every 3 turns this toon takes, Deal <OFF>[300%] damage<> to the least injured enemy, Stunning them. This attack has <SP>+100% Ignore Defense<> when attacking non-Boss enemies. (This cannot be a Critical Hit.)",Passive,3,None
Treasure Hunter Tweety,skill_rolling_boulder_2,Rolling Boulder 2,"Unless Incapacitated, at the end of every 3 turns this toon takes, Deal <OFF>[310%] damage<> to the least injured enemy, Stunning them. This attack has <SP>+100% Ignore Defense<> when attacking non-Boss enemies. (This cannot be a Critical Hit.)",Passive,3,None
Treasure Hunter Tweety,skill_rolling_boulder_3,Rolling Boulder 3,"Unless Incapacitated, at the end of every 3 turns this toon takes, Deal <OFF>[320%] damage<> to the least injured enemy, Stunning them. This attack has <SP>+100% Ignore Defense<> when attacking non-Boss enemies. (This cannot be a Critical Hit.)",Passive,3,None
Treasure Hunter Tweety,skill_rolling_boulder_4,Rolling Boulder 4,"Unless Incapacitated, at the end of every 3 turns this toon takes, Deal <OFF>[330%] damage<> to the least injured enemy, Stunning them. This attack has <SP>+100% Ignore Defense<> when attacking non-Boss enemies. (This cannot be a Critical Hit.)",Passive,3,None
Treasure Hunter Tweety,skill_rolling_boulder_5,Rolling Boulder 5,"Unless Incapacitated, at the end of every 3 turns this toon takes, Deal <OFF>[340%] damage<> to the least injured enemy, Stunning them. This attack has <SP>+100% Ignore Defense<> when attacking non-Boss enemies. (This cannot be a Critical Hit.)",Passive,3,None
Treasure Hunter Tweety,skill_rolling_boulder_6,Rolling Boulder 6,"Unless Incapacitated, at the end of every 3 turns this toon takes, Deal <OFF>[350%] damage<> to the least injured enemy, Stunning them. This attack has <SP>+100% Ignore Defense<> when attacking non-Boss enemies. (This cannot be a Critical Hit.)",Passive,3,None
Treasure Hunter Tweety,skill_aux_rolling_boulder_countdown_1,Rolling Boulder,"Unless incapacitated, this skill activates next turn!",Invisible,None,None
Treasure Hunter Tweety,skill_aux_rolling_boulder_countdown_2,Rolling Boulder,This skill activates in 2 turns.,Invisible,None,None
Treasure Hunter Tweety,skill_aux_rolling_boulder_countdown_3,Rolling Boulder,This skill activates in 3 turns.,Invisible,None,None
Treasure Hunter Tweety,skill_canopy_cover_1,Canopy Cover 1,"Once per ally, if any ally is below 40% Max Health, grant them <SP>Hidden<>. Then heal all team members for <H>[90%] heal-power<> and Cleanse <DB>Defense Down<> and <DB>2 Special Stat Down<> from each.",On Tap,3,None
Treasure Hunter Tweety,skill_canopy_cover_2,Canopy Cover 2,"Once per ally, if any ally is below 40% Max Health, grant them Hidden. Then heal all team members for <H>[95%] heal-power<> and Cleanse <DB>2 Defense Down<> and <DB>2 Special Stat Down<> from each.",On Tap,3,None
Treasure Hunter Tweety,skill_canopy_cover_3,Canopy Cover 3,"Once per ally, if any ally is below 40% Max Health, grant them Hidden. Then heal all team members for <H>[100%] heal-power<> and Cleanse <DB>3 Defense Down<> and <DB>2 Special Stat Down<> from each.",On Tap,3,None
Treasure Hunter Tweety,skill_canopy_cover_4,Canopy Cover 4,"Once per ally, if any ally is below 40% Max Health, grant them Hidden. Then heal all team members for <H>[105%] heal-power<> and Cleanse <DB>4 Defense Down<> and <DB>2 Special Stat Down<> from each.",On Tap,3,None
Treasure Hunter Tweety,skill_canopy_cover_5,Canopy Cover 5,"Once per ally, if any ally is below 40% Max Health, grant them Hidden. Then heal all team members for <H>[110%] heal-power<> and Cleanse <DB>5 Defense Down<> and <DB>2 Special Stat Down<> from each.",On Tap,3,None
Treasure Hunter Tweety,skill_canopy_cover_6,Canopy Cover 6,"Once per ally, if any ally is below 40% Max Health, grant them Hidden. Then heal all team members for <H>[120%] heal-power<> and Cleanse <DB>5 Defense Down<> and <DB>2 Special Stat Down<> from each.",On Tap,3,None
Treasure Hunter Tweety,skill_whip_trick_1,Whip Trick 1,"Grant all team members <SP>20% Turn Meter<>. Remove a <OFF>Stat Up<> from each enemy. If this toon has at least 1 Archaeologist ally, remove <DB>Damage Immunity<> from all enemies as well.",On Tap,0,None
Treasure Hunter Tweety,skill_whip_trick_2,Whip Trick 2,"Grant all team members <SP>20% Turn Meter<>. Remove a <OFF>Stat Up<> and a <OFF>Special Stat Up<> from each enemy. If this toon has at least 1 Archaeologist ally, remove <DB>Damage Immunity<> from all enemies as well.",On Tap,0,None
Treasure Hunter Tweety,skill_whip_trick_3,Whip Trick 3,"Grant all team members <SP>20% Turn Meter<>. Remove <OFF>2 Stat Up<> and a <OFF>Special Stat Up<> from each enemy. If this toon has at least 1 Archaeologist ally, remove <DB>Damage Immunity<> from all enemies as well.",On Tap,0,None
Treasure Hunter Tweety,skill_whip_trick_4,Whip Trick 4,"Grant all team members <SP>20% Turn Meter<>. Remove <OFF>2 Stat Up<> and <OFF>2 Special Stat Up<> from each enemy. If this toon has at least 1 Archaeologist ally, remove <DB>Damage Immunity<> from all enemies as well.",On Tap,0,None
Treasure Hunter Tweety,skill_whip_trick_5,Whip Trick 5,"Grant all team members <SP>20% Turn Meter<>. Remove <OFF>3 Stat Up<> and <OFF>2 Special Stat Up<> from each enemy. If this toon has at least 1 Archaeologist ally, remove <DB>Damage Immunity<> from all enemies as well.",On Tap,0,None
Treasure Hunter Tweety,skill_whip_trick_6,Whip Trick 6,"Grant all team members <SP>20% Turn Meter<>. Remove <OFF>3 Stat Up<> and <OFF>3 Special Stat Up<> from each enemy. If this toon has at least 1 Archaeologist ally, remove <DB>Damage Immunity<> from all enemies as well.",On Tap,0,None
Treasure Hunter Tweety,skill_new_passive_b_tweety_1,Escape Route,"At the start of each of this toon's turns and unless Incapacitated, gain <DEF>Dodge Chance Up<> and grant <SP>10% Turn Meter<> to a random team member. For each Archaeologist ally, gain an additional <DEF>Dodge Chance up<> and grant <SP>10% Turn Meter<> to an additional random team member.",Passive,None,None
Treasure Hunter Tweety,skill_relationship_legendary_tweety_treasure_hunter,Golden Idol,"Twice per each of this toon's turns, grant <DEF>Damage Resistance Up<> to Archaeologist team members whenever they have their Turn Meter increased.",Friendship,None,None
Bugs Bunny,skill_safety_safe_1,Safe Landing 1,"Deal <OFF>[90%] damage<> to target enemy, gaining <OFF>Attack Up<>.",On Tap,0,None
Bugs Bunny,skill_safety_safe_2,Safe Landing 2,"Deal <OFF>[90%] damage<> to target enemy, gaining <OFF>Attack Up<> for 1-2 turns.",On Tap,0,None
Bugs Bunny,skill_safety_safe_3,Safe Landing 3,"Deal <OFF>[95%] damage<> to target enemy, gaining <OFF>Attack Up<> for 1-2 turns.",On Tap,0,None
Bugs Bunny,skill_safety_safe_4,Safe Landing 4,"Deal <OFF>[95%] damage<> to target enemy, gaining <OFF>Attack Up<> for 2 turns.",On Tap,0,None
Bugs Bunny,skill_safety_safe_5,Safe Landing 5,"Deal <OFF>[100%] damage<> to target enemy, gaining <OFF>Attack Up<> for 2 turns.",On Tap,0,None
Bugs Bunny,skill_wild_hare_1,Befuddle 1,"Deal <OFF>[115%] damage<> to target enemy, inflicting <OFF>Defense Down<> for 2 turns. If the target is an Elmer, Daffy, or Marvin toon, inflict <SP>Stun<> as well.",On Tap,2,None
Bugs Bunny,skill_wild_hare_2,Befuddle 2,"Deal <OFF>[115%] damage<> to target enemy, inflicting <OFF>Defense Down<> for 2 turns and <SP>Silence<>. If the target is an Elmer, Daffy, or Marvin toon, inflict <SP>Stun<> as well.",On Tap,2,None
Bugs Bunny,skill_wild_hare_3,Befuddle 3,"Deal <OFF>[120%] damage<> to target enemy, inflicting <OFF>Defense Down<> for 2 turns and <SP>Silence<>. If the target is an Elmer, Daffy, or Marvin toon, inflict <SP>Stun<> as well.",On Tap,2,None
Bugs Bunny,skill_wild_hare_4,Befuddle 4,"Deal <OFF>[120%] damage<> to target enemy, inflicting <OFF>2 Defense Down<> for 2 turns and <SP>Silence<>. If the target is an Elmer, Daffy, or Marvin toon, inflict <SP>Stun<> as well.",On Tap,2,None
Bugs Bunny,skill_wild_hare_5,Befuddle 5,"Deal <OFF>[130%] damage<> to target enemy, inflicting <OFF>3 Defense Down<> for 2 turns and <SP>Silence<>. If the target is an Elmer, Daffy, or Marvin toon, inflict <SP>Stun<> as well.",On Tap,2,None
Bugs Bunny,skill_explosive_gift_1,Explosive Surprise 1,"Deal <OFF>[75%] damage<> to all enemies, inflicting <DB>Defense Down<> for 2 turns to each.",On Tap,3,1
Bugs Bunny,skill_explosive_gift_2,Explosive Surprise 2,"Deal <OFF>[75%] damage<> to all enemies, inflicting <DB>Defense Down<> for 2 turns to each. If Lola is an ally, inflict <SP>Silence<> on 2 random enemies.",On Tap,3,1
Bugs Bunny,skill_explosive_gift_3,Explosive Surprise 3,"Deal <OFF>[80%] damage<> to all enemies, inflicting <DB>1-2 Defense Down<> for 2 turns to each. inflict <SP>Silence<> on 2 random enemies.",On Tap,3,1
Bugs Bunny,skill_explosive_gift_4,Explosive Surprise 4,"Deal <OFF>[85%] damage<> to all enemies, inflicting <DB>2 Defense Down<> for 2 turns to each. If Lola is an ally, inflict <SP>Silence<> on 2 random enemies.",On Tap,3,1
Bugs Bunny,skill_explosive_gift_5,Explosive Surprise 5,"Deal <OFF>[90%] damage<> to all enemies, inflicting <DB>3 Defense Down<> for 2 turns to each. If Lola is an ally, inflict <SP>Silence<> on 2 random enemies.",On Tap,3,1
Bugs Bunny,skill_harestoration_1,Hare-storation 1,"Once per battle, when this toon falls below 45% Max Health, heal for <H>20% Max Health<> and, unless Incapacitated, inflict <SP>Silence<> on a random enemy.",Passive,None,None
Bugs Bunny,skill_harestoration_2,Hare-storation 2,"Once per battle, when this toon falls below 45% Max Health, heal for <H>20% Max Health<> and, unless Incapacitated, inflict <SP>Silence<> on 1-2 random enemies.",Passive,None,None
Bugs Bunny,skill_harestoration_3,Hare-storation 3,"Once per battle, when this toon falls below 45% Max Health, heal for <H>20% Max Health<> and, unless Incapacitated, inflict <SP>Silence<> on 2 random enemies.",Passive,None,None
Bugs Bunny,skill_harestoration_4,Hare-storation 4,"Once per battle, when this toon falls below 55% Max Health, heal for <H>25% Max Health<> and, unless Incapacitated, inflict <SP>Silence<> on 2 random enemies.",Passive,None,None
Bugs Bunny,skill_harestoration_5,Hare-storation 5,"Twice per battle, when this toon falls below 55% Max Health, heal for <H>25% Max Health<> and, unless Incapacitated, inflict <SP>Silence<> on 2 random enemies.",Passive,None,None
Bugs Bunny,skill_this_means_war_1,This Means War 1,"Whenever this toon is damaged, gain an <OFF>Attack Up<> and <SP>15% Turn Meter<>.",Passive,None,None
Bugs Bunny,skill_this_means_war_2,This Means War 2,"Whenever this toon is damaged, gain an <OFF>Attack Up<> and <SP>15% Turn Meter<>. Whenever an ally is damaged, unless Incapacitated, grant them <OFF>Attack Up<>.",Passive,None,None
Bugs Bunny,skill_this_means_war_3,This Means War 3,"Whenever this toon is damaged, gain an <OFF>Attack Up<> for 1-2 turns and <SP>15% Turn Meter<>. Whenever an ally is damaged, unless Incapacitated, grant them <OFF>Attack Up<> for 1-2 turns.",Passive,None,None
Bugs Bunny,skill_this_means_war_4,This Means War 4,"Whenever this toon is damaged, gain <OFF>2 Attack Up<> for 1-2 turns and <SP>15% Turn Meter<>. Whenever an ally is damaged, unless Incapacitated, grant them <OFF>Attack Up<> for 1-2 turns.",Passive,None,None
Bugs Bunny,skill_this_means_war_5,This Means War 5,"Whenever this toon is damaged, gain <OFF>2 Attack Up<> for 2 turns and <SP>15% Turn Meter<>. Whenever an ally is damaged, unless Incapacitated, grant them <OFF>Attack Up<> for 2 turns.",Passive,None,None
Bugs Bunny,skill_bugs_bunny_special_buff,Special Ability,This Means War grants this toon <SP>35% Turn Meter<>.,Passive,None,None
Bugs Bunny,skill_relationship_friendship_bugs_bunny,Lola,"This toon has <SP>+10% Attack, Defense and Speed<> while any Lola toon is in the battlefield as an ally.",Friendship,None,None
Bugs Bunny,skill_relationship_nemesis_bugs_bunny_1,Daffy Duck,This toon has <OFF>50% more Attack<> when attacking any Daffy Duck toon.,Nemesis,None,None
Bugs Bunny,skill_relationship_nemesis_bugs_bunny_2,Elmer Fudd,This toon has <OFF>50% more Attack<> when attacking any Elmer Fudd toon.,Nemesis,None,None
Bugs Bunny,skill_relationship_nemesis_bugs_bunny_3,Marvin,This toon has <OFF>50% more Attack<> when attacking any Marvin toon.,Nemesis,None,None
Bugs Bunny,skill_bugs_bunny_modal,Bunny Basics,"While in a Campaign or in Brawl, all team members have <SP>+10% Stats<>. At the start of battle, grant a random team member 2 of each <OFF>Stat Up<> and inflict 2 of each <DB>Stat Down<> to a random enemy. For each Citizen ally, grant 2 of each <OFF>Stat Up<> to an additional random team member and inflict 2 of each <DB>Stat Down<> to an additional random enemy.",Passive,None,None
Fishercat Sylvester Jr.,skill_catch_fish_1,Lil' Thwack 1,"Deal 60% damage to target enemy, grantigng 1 of each Stat Up to all team members.",On Tap,0,None
Fishercat Sylvester Jr.,skill_catch_fish_2,Lil' Thwack 2,"Deal 65% damage to target enemy, grantigng 1 of each Stat Up to all team members.",On Tap,0,None
Fishercat Sylvester Jr.,skill_catch_fish_3,Lil' Thwack 3,"Deal 70% damage to target enemy, grantigng 1 of each Stat Up to all team members.",On Tap,0,None
